"Year","Component","Province","Normalization","Measure","Value","Total"
2014,"Personal Income Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",9.55651610165672,-1215.62246737877
2014,"Other Factors","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1230.59778130465,-1215.62246737877
2014,"Non-Defense Purchases","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-98.7373692972736,-1215.62246737877
2014,"OAS Benefits","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",23.5131927086594,-1215.62246737877
2014,"Equalization / Stabilization","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",21.3593115609598,-1215.62246737877
2014,"GST and Excise Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",11.3647453949091,-1215.62246737877
2015,"Child Benefits","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",-20.9669009843961,31757.8114038239
2015,"CPP Net Contributions","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",3655.01668206886,31757.8114038239
2015,"Defense Purchases","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",665.854701389075,31757.8114038239
2015,"EI Payments less Receipts","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",677.919517035775,31757.8114038239
2015,"Corporate Income Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",4601.52921014869,31757.8114038239
2015,"Personal Income Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",12362.2844105361,31757.8114038239
2015,"Other Factors","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",689.516612721683,31757.8114038239
2015,"Non-Defense Purchases","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",2962.14040507137,31757.8114038239
2015,"OAS Benefits","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",1931.06633284731,31757.8114038239
2015,"Equalization / Stabilization","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",2422.16352161922,31757.8114038239
2015,"GST and Excise Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",1811.28691137024,31757.8114038239
2015,"Child Benefits","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",396.34783444727,5965.63169651607
2015,"CPP Net Contributions","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",367.088771188958,5965.63169651607
2015,"Defense Purchases","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",1071.73308184128,5965.63169651607
2015,"EI Payments less Receipts","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",434.441039104663,5965.63169651607
2015,"Corporate Income Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-552.61009460582,5965.63169651607
2015,"Personal Income Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-623.723381257973,5965.63169651607
2015,"Other Factors","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-187.241991018523,5965.63169651607
2015,"Non-Defense Purchases","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",1980.73343938434,5965.63169651607
2015,"OAS Benefits","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-157.066343063271,5965.63169651607
2015,"Equalization / Stabilization","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",2791.46287896385,5965.63169651607
2015,"GST and Excise Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",444.466461531299,5965.63169651607
2015,"Child Benefits","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-230.306249072609,-4665.78249501327
2015,"CPP Net Contributions","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",116.364010551793,-4665.78249501327
2015,"Defense Purchases","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-78.7985293644992,-4665.78249501327
2015,"EI Payments less Receipts","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",125.524277256464,-4665.78249501327
2015,"Corporate Income Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-502.05432566947,-4665.78249501327
2015,"Personal Income Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1089.89952194248,-4665.78249501327
2015,"Other Factors","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1524.14446500485,-4665.78249501327
2015,"Non-Defense Purchases","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-97.1911662286692,-4665.78249501327
2015,"OAS Benefits","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",133.930890034788,-4665.78249501327
2015,"Equalization / Stabilization","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1340.80315375237,-4665.78249501327
2015,"GST and Excise Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-178.404261821365,-4665.78249501327
2015,"Child Benefits","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",8.82233980673096,-5752.69159341413
2015,"CPP Net Contributions","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-159.268370975452,-5752.69159341413
2015,"Defense Purchases","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-589.612859399794,-5752.69159341413
2015,"EI Payments less Receipts","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-631.720661781112,-5752.69159341413
2015,"Corporate Income Taxes","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-539.76238953296,-5752.69159341413
2015,"Personal Income Taxes","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1087.91974827638,-5752.69159341413
2015,"Other Factors","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-174.775854998166,-5752.69159341413
2015,"Non-Defense Purchases","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-577.023324721844,-5752.69159341413
2015,"OAS Benefits","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-311.66947846324,-5752.69159341413
2015,"Equalization / Stabilization","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1564.15002818969,-5752.69159341413
2015,"GST and Excise Taxes","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-125.611216882214,-5752.69159341413
2015,"Child Benefits","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",44.3360712226333,-1835.39526388398
2015,"CPP Net Contributions","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-169.138992061298,-1835.39526388398
2015,"Defense Purchases","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",114.491735751171,-1835.39526388398
2015,"EI Payments less Receipts","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-714.199057551831,-1835.39526388398
2015,"Corporate Income Taxes","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-313.232028651878,-1835.39526388398
2015,"Personal Income Taxes","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",42.39154374042,-1835.39526388398
2015,"Other Factors","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-694.860680607048,-1835.39526388398
2015,"Non-Defense Purchases","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-223.464902436768,-1835.39526388398
2015,"OAS Benefits","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-257.441170452441,-1835.39526388398
2015,"Equalization / Stabilization","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",308.647245837179,-1835.39526388398
2015,"GST and Excise Taxes","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",27.0749713258852,-1835.39526388398
2015,"Child Benefits","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",0.348024876619538,-1578.22563335352
2015,"CPP Net Contributions","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",103.46286302983,-1578.22563335352
2015,"Defense Purchases","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-37.1894031511277,-1578.22563335352
2015,"EI Payments less Receipts","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",5.92222762624229,-1578.22563335352
2015,"Corporate Income Taxes","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",31.4047509591074,-1578.22563335352
2015,"Personal Income Taxes","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",97.1916828857755,-1578.22563335352
2015,"Other Factors","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1655.32640117357,-1578.22563335352
2015,"Non-Defense Purchases","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-218.912592349129,-1578.22563335352
2015,"OAS Benefits","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",36.9132757689736,-1578.22563335352
2015,"Equalization / Stabilization","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",25.8534154630495,-1578.22563335352
2015,"GST and Excise Taxes","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",32.1065227107071,-1578.22563335352
2015,"Child Benefits","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",16.6283442350706,-8609.77777339594
2015,"CPP Net Contributions","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-560.203561922398,-8609.77777339594
2015,"Defense Purchases","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2392.02020234923,-8609.77777339594
2015,"EI Payments less Receipts","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-464.873783998915,-8609.77777339594
2015,"Corporate Income Taxes","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-553.709676807894,-8609.77777339594
2015,"Personal Income Taxes","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-970.20372237981,-8609.77777339594
2015,"Other Factors","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-444.951833469328,-8609.77777339594
2015,"Non-Defense Purchases","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1204.30588931432,-8609.77777339594
2015,"OAS Benefits","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-297.864316215692,-8609.77777339594
2015,"Equalization / Stabilization","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1637.06510436639,-8609.77777339594
2015,"GST and Excise Taxes","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-101.208026807021,-8609.77777339594
2015,"Child Benefits","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-28.2017683950422,-1785.27958892344
2015,"CPP Net Contributions","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",34.6012844917561,-1785.27958892344
2015,"Defense Purchases","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",12.7570227020795,-1785.27958892344
2015,"EI Payments less Receipts","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",9.99315867056403,-1785.27958892344
2015,"Corporate Income Taxes","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-25.8540358195427,-1785.27958892344
2015,"Personal Income Taxes","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-18.5205864529849,-1785.27958892344
2015,"Other Factors","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1709.18064194622,-1785.27958892344
2015,"Non-Defense Purchases","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",-130.662479178877,-1785.27958892344
2015,"OAS Benefits","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",44.3259805698135,-1785.27958892344
2015,"Equalization / Stabilization","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",21.3246699237233,-1785.27958892344
2015,"GST and Excise Taxes","Nunavut","Real Total ($ M 2020)","Contribution to Adjusted Balance",4.13780651128791,-1785.27958892344
2015,"Child Benefits","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-47.6128020141571,10721.3954429956
2015,"CPP Net Contributions","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-558.816708902414,10721.3954429956
2015,"Defense Purchases","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1147.06290612152,10721.3954429956
2015,"EI Payments less Receipts","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",1592.43545810561,10721.3954429956
2015,"Corporate Income Taxes","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",228.05536894796,10721.3954429956
2015,"Personal Income Taxes","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",4022.3467057668,10721.3954429956
2015,"Other Factors","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",2616.79730819669,10721.3954429956
2015,"Non-Defense Purchases","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2541.50082641376,10721.3954429956
2015,"OAS Benefits","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",974.930656514705,10721.3954429956
2015,"Equalization / Stabilization","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",5284.2303825157,10721.3954429956
2015,"GST and Excise Taxes","Ontario","Real Total ($ M 2020)","Contribution to Adjusted Balance",297.59280639998,10721.3954429956
2015,"Child Benefits","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",1.00078973640621,-1379.94368572142
2015,"CPP Net Contributions","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-42.6228773026885,-1379.94368572142
2015,"Defense Purchases","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",23.8474537545031,-1379.94368572142
2015,"EI Payments less Receipts","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-173.50411368326,-1379.94368572142
2015,"Corporate Income Taxes","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-109.81365871265,-1379.94368572142
2015,"Personal Income Taxes","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-213.046135724995,-1379.94368572142
2015,"Other Factors","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-145.542309817357,-1379.94368572142
2015,"Non-Defense Purchases","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-302.698143042974,-1379.94368572142
2015,"OAS Benefits","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-42.183215652963,-1379.94368572142
2015,"Equalization / Stabilization","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-349.058573449631,-1379.94368572142
2015,"GST and Excise Taxes","Prince Edward Island","Real Total ($ M 2020)","Contribution to Adjusted Balance",-26.3229018258147,-1379.94368572142
2015,"Child Benefits","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",22.2014648314142,-22663.6105340263
2015,"CPP Net Contributions","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-3004.80651317657,-22663.6105340263
2015,"Defense Purchases","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",1893.83099233967,-22663.6105340263
2015,"EI Payments less Receipts","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-985.408210141271,-22663.6105340263
2015,"Corporate Income Taxes","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2792.73198470866,-22663.6105340263
2015,"Personal Income Taxes","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-12667.4890765766,-22663.6105340263
2015,"Other Factors","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",5844.37476497095,-22663.6105340263
2015,"Non-Defense Purchases","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",188.800326663368,-22663.6105340263
2015,"OAS Benefits","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2207.01719931004,-22663.6105340263
2015,"Equalization / Stabilization","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-6639.75878667962,-22663.6105340263
2015,"GST and Excise Taxes","Quebec","Real Total ($ M 2020)","Contribution to Adjusted Balance",-2315.60631223891,-22663.6105340263
2015,"Child Benefits","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",-157.810716362814,1043.51309553795
2015,"CPP Net Contributions","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",154.298199625671,1043.51309553795
2015,"Defense Purchases","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",441.47167589169,1043.51309553795
2015,"EI Payments less Receipts","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",122.098134080224,1043.51309553795
2015,"Corporate Income Taxes","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",557.505117987131,1043.51309553795
2015,"Personal Income Taxes","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",138.626074628768,1043.51309553795
2015,"Other Factors","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1377.19147181425,1043.51309553795
2015,"Non-Defense Purchases","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",260.628591284391,1043.51309553795
2015,"OAS Benefits","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",128.626257487477,1043.51309553795
2015,"Equalization / Stabilization","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",655.12637772381,1043.51309553795
2015,"GST and Excise Taxes","Saskatchewan","Real Total ($ M 2020)","Contribution to Adjusted Balance",120.134855005853,1043.51309553795
2015,"Child Benefits","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-4.78643232712856,-1217.64507114157
2015,"CPP Net Contributions","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",64.0252133839619,-1217.64507114157
2015,"Defense Purchases","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",20.6972367167042,-1217.64507114157
2015,"EI Payments less Receipts","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",1.372015276845,-1217.64507114157
2015,"Corporate Income Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-28.726253533998,-1217.64507114157
2015,"Personal Income Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",7.96175505338597,-1217.64507114157
2015,"Other Factors","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1237.47303604003,-1217.64507114157
2015,"Non-Defense Purchases","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",-96.5434387171299,-1217.64507114157
2015,"OAS Benefits","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",23.4483299345695,-1217.64507114157
2015,"Equalization / Stabilization","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",22.0271543911733,-1217.64507114157
2015,"GST and Excise Taxes","Yukon","Real Total ($ M 2020)","Contribution to Adjusted Balance",10.3523847200824,-1217.64507114157
2016,"Child Benefits","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",4.24635610368425,21902.6245216694
2016,"CPP Net Contributions","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",3594.05366647699,21902.6245216694
2016,"Defense Purchases","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",687.590683363709,21902.6245216694
2016,"EI Payments less Receipts","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",-564.4320499651,21902.6245216694
2016,"Corporate Income Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",2236.92385260644,21902.6245216694
2016,"Personal Income Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",7121.69108651587,21902.6245216694
2016,"Other Factors","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",315.322246144933,21902.6245216694
2016,"Non-Defense Purchases","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",3041.12820001761,21902.6245216694
2016,"OAS Benefits","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",1993.30987753476,21902.6245216694
2016,"Equalization / Stabilization","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",2151.50681309614,21902.6245216694
2016,"GST and Excise Taxes","Alberta","Real Total ($ M 2020)","Contribution to Adjusted Balance",1321.28378977437,21902.6245216694
2016,"Child Benefits","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",488.285220399774,8249.45168796605
2016,"CPP Net Contributions","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",329.40123669351,8249.45168796605
2016,"Defense Purchases","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",1106.21809614173,8249.45168796605
2016,"EI Payments less Receipts","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",648.78131665116,8249.45168796605
2016,"Corporate Income Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-144.006831722643,8249.45168796605
2016,"Personal Income Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",739.266979955792,8249.45168796605
2016,"Other Factors","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-442.582603657492,8249.45168796605
2016,"Non-Defense Purchases","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",2110.98162480074,8249.45168796605
2016,"OAS Benefits","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-75.9593925391562,8249.45168796605
2016,"Equalization / Stabilization","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",2833.83832079013,8249.45168796605
2016,"GST and Excise Taxes","British Columbia","Real Total ($ M 2020)","Contribution to Adjusted Balance",655.227720452513,8249.45168796605
2016,"Child Benefits","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-275.452439703157,-4738.98786099811
2016,"CPP Net Contributions","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",148.864734556701,-4738.98786099811
2016,"Defense Purchases","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-59.7101216072089,-4738.98786099811
2016,"EI Payments less Receipts","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",135.95203199802,-4738.98786099811
2016,"Corporate Income Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-558.242185980488,-4738.98786099811
2016,"Personal Income Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1066.17058786981,-4738.98786099811
2016,"Other Factors","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1736.6151001844,-4738.98786099811
2016,"Non-Defense Purchases","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-36.5875890323054,-4738.98786099811
2016,"OAS Benefits","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",174.796859466379,-4738.98786099811
2016,"Equalization / Stabilization","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1254.32504457719,-4738.98786099811
2016,"GST and Excise Taxes","Manitoba","Real Total ($ M 2020)","Contribution to Adjusted Balance",-211.498418064653,-4738.98786099811
2016,"Child Benefits","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",0.526856160087577,-5837.10600848858
2016,"CPP Net Contributions","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-356.913805606882,-5837.10600848858
2016,"Defense Purchases","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-594.201417847343,-5837.10600848858
2016,"EI Payments less Receipts","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-624.580831273189,-5837.10600848858
2016,"Corporate Income Taxes","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-536.635886185883,-5837.10600848858
2016,"Personal Income Taxes","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-929.873635245295,-5837.10600848858
2016,"Other Factors","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-235.222884889467,-5837.10600848858
2016,"Non-Defense Purchases","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-562.301855374192,-5837.10600848858
2016,"OAS Benefits","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-338.639422636065,-5837.10600848858
2016,"Equalization / Stabilization","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1530.78887968704,-5837.10600848858
2016,"GST and Excise Taxes","New Brunswick","Real Total ($ M 2020)","Contribution to Adjusted Balance",-128.47424590331,-5837.10600848858
2016,"Child Benefits","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",53.45495986257,-1767.4026126666
2016,"CPP Net Contributions","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-68.3011963602827,-1767.4026126666
2016,"Defense Purchases","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",114.441102941578,-1767.4026126666
2016,"EI Payments less Receipts","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-825.251965481806,-1767.4026126666
2016,"Corporate Income Taxes","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-335.459205931842,-1767.4026126666
2016,"Personal Income Taxes","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",27.1679703540997,-1767.4026126666
2016,"Other Factors","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-507.522017655055,-1767.4026126666
2016,"Non-Defense Purchases","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-220.214365220166,-1767.4026126666
2016,"OAS Benefits","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",-283.874890936737,-1767.4026126666
2016,"Equalization / Stabilization","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",271.070689421268,-1767.4026126666
2016,"GST and Excise Taxes","Newfoundland and Labrador","Real Total ($ M 2020)","Contribution to Adjusted Balance",7.08630633977736,-1767.4026126666
2016,"Child Benefits","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-0.486717570252406,-1720.24810432264
2016,"CPP Net Contributions","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",106.605801846142,-1720.24810432264
2016,"Defense Purchases","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-37.1257241326796,-1720.24810432264
2016,"EI Payments less Receipts","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",4.72948364837631,-1720.24810432264
2016,"Corporate Income Taxes","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",21.8776815425912,-1720.24810432264
2016,"Personal Income Taxes","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",77.4068616191029,-1720.24810432264
2016,"Other Factors","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-1774.65817990982,-1720.24810432264
2016,"Non-Defense Purchases","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",-218.491820141597,-1720.24810432264
2016,"OAS Benefits","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",37.3186194743325,-1720.24810432264
2016,"Equalization / Stabilization","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",26.038595911912,-1720.24810432264
2016,"GST and Excise Taxes","Northwest Territories","Real Total ($ M 2020)","Contribution to Adjusted Balance",36.5372933892471,-1720.24810432264
2016,"Child Benefits","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",15.6355165279345,-8421.49787184374
2016,"CPP Net Contributions","Nova Scotia","Real Total ($ M 2020)","Contribution to Adjusted Balance",-736.203852623648,-8421.49787184374
